BillNo,Itemname,Quantity,Date,Price,CustomerID,Country
569140,CHRISTMAS GINGHAM TREE,12,30.09.2011 14:59,"0,85",14503.0,United Kingdom
559672,NOVELTY BISCUITS CAKE STAND 3 TIER,1,11.07.2011 14:04,"9,95",14796.0,United Kingdom
555110,SET OF 5 LUCKY CAT MAGNETS,1,31.05.2011 14:34,"2,08",17841.0,United Kingdom
570241,CRACKED GLAZE NECKLACE RED,1,09.10.2011 15:24,"6,95",14801.0,United Kingdom
544571,CHILDS GARDEN FORK PINK,12,21.02.2011 13:07,"0,85",15146.0,United Kingdom
574076,SET OF 3 WOODEN SLEIGH DECORATIONS,2,02.11.2011 15:38,"2,46",,United Kingdom
548859,DOORMAT UNION FLAG,2,04.04.2011 13:32,"7,95",13668.0,United Kingdom
569861,CHILDRENS DOLLY GIRL MUG,12,06.10.2011 14:37,"1,65",13816.0,Germany
552327,RED RETROSPOT PICNIC BAG,5,09.05.2011 10:03,"2,95",17007.0,United Kingdom
569518,SMALL CHOCOLATES PINK BOWL,2,04.10.2011 14:28,"0,42",13263.0,United Kingdom
547488,ENAMEL BREAD BIN CREAM,1,23.03.2011 11:30,"12,75",13821.0,United Kingdom
563705,BANQUET BIRTHDAY  CARD,12,18.08.2011 14:33,"0,42",17736.0,United Kingdom
574076,SET OF 3 WOODEN TREE DECORATIONS,3,02.11.2011 15:38,"2,46",,United Kingdom
548404,CERAMIC CAKE DESIGN SPOTTED MUG,12,31.03.2011 09:38,"1,49",16398.0,United Kingdom
562371,BLUE STRIPE CERAMIC DRAWER KNOB,12,04.08.2011 14:30,"1,25",13709.0,United Kingdom
556932,LUNCH BAG DOILEY PATTERN,1,15.06.2011 15:41,"4,13",,United Kingdom
558610,S/4 IVORY MINI ROSE CANDLE IN BOWL,2,30.06.2011 15:33,"1,65",,United Kingdom
577143,NATURAL SLATE CHALKBOARD LARGE,3,18.11.2011 09:31,"4,95",13200.0,United Kingdom
538177,FAIRY SOAP SOAP HOLDER,1,10.12.2010 09:51,"3,36",,United Kingdom
573339,SET OF 6 SNACK LOAF BAKING CASES,8,30.10.2011 11:49,"0,83",13278.0,United Kingdom
539493,WHITE WIRE EGG HOLDER,1,20.12.2010 10:15,"5,95",,United Kingdom
570886,VINTAGE UNION JACK SHOPPING BAG,48,13.10.2011 10:23,"4,25",13777.0,United Kingdom
566175,RED SPOT CERAMIC DRAWER KNOB,12,09.09.2011 12:36,"1,45",18237.0,United Kingdom
554494,PANTRY WASHING UP BRUSH,1,24.05.2011 14:00,"1,45",16327.0,United Kingdom
571286,WHITE HANGING BEADS CANDLE HOLDER,2,16.10.2011 14:35,"5,45",14547.0,United Kingdom
550314,PINK REGENCY TEACUP AND SAUCER,1,17.04.2011 11:30,"2,95",16905.0,United Kingdom
560861,GLITTER CHRISTMAS TREE,3,21.07.2011 13:37,"0,85",17660.0,United Kingdom
569672,DOORMAT NEW ENGLAND,2,05.10.2011 13:58,"8,25",17841.0,United Kingdom
541219,"SMALL POP BOX,FUNKY MONKEY",3,14.01.2011 14:06,"1,63",,United Kingdom
581125,S/4 IVORY MINI ROSE CANDLE IN BOWL,1,07.12.2011 12:41,"1,65",14087.0,United Kingdom
551527,GIN + TONIC DIET METAL SIGN,1,01.05.2011 12:41,"2,55",14395.0,United Kingdom
544681,MINI LADLE LOVE HEART PINK,1,22.02.2011 16:28,"0,83",,United Kingdom
548567,GINGHAM HEART  DOORSTOP RED,1,01.04.2011 10:34,"4,25",17965.0,United Kingdom
555540,SPOTTY BUNTING,2,05.06.2011 12:48,"4,95",13668.0,United Kingdom
571714,TRAVEL CARD WALLET KEEP CALM,1,18.10.2011 17:00,"0,83",,United Kingdom
546855,PICNIC BOXES SET OF 3 RETROSPOT,1,17.03.2011 13:58,"4,95",18168.0,United Kingdom
568493,CHRISTMAS CRAFT LITTLE FRIENDS,6,27.09.2011 12:03,"2,1",12987.0,United Kingdom
547350,FELTCRAFT 6 FLOWER FRIENDS,6,22.03.2011 12:05,"2,1",17272.0,United Kingdom
566726,JINGLE BELL HEART ANTIQUE SILVER,1,14.09.2011 13:12,"2,08",15021.0,United Kingdom
574056,ROUND SNACK BOXES SET OF 4 FRUITS,48,02.11.2011 14:09,"2,55",14646.0,Netherlands
575842,ASSORTED COLOUR BIRD ORNAMENT,8,11.11.2011 12:01,"1,69",15024.0,United Kingdom
539654,MIRROR LOVE BIRD T-LIGHT HOLDER,2,20.12.2010 17:05,"3,75",17340.0,United Kingdom
548373,SET OF 6 VINTAGE NOTELETS KIT,1,30.03.2011 16:34,"2,46",,United Kingdom
580639,VINTAGE DOILY TRAVEL SEWING KIT,2,05.12.2011 12:46,"1,95",17254.0,United Kingdom
567853,LUNCH BAG SUKI DESIGN,3,22.09.2011 13:31,"1,65",15484.0,United Kingdom
543619,SET OF 36 DOILIES SPACEBOY DESIGN,12,10.02.2011 14:51,"1,45",16842.0,United Kingdom
545690,WHITE HANGING HEART T-LIGHT HOLDER,3,06.03.2011 12:46,"2,95",13263.0,United Kingdom
562451,ALARM CLOCK BAKELIKE RED,4,05.08.2011 09:25,"3,75",15110.0,United Kingdom
558535,LUNCH BAG RED RETROSPOT,1,30.06.2011 12:04,"1,65",16904.0,United Kingdom
562104,BLUE POLKADOT CUP,3,02.08.2011 14:31,"1,63",,United Kingdom
561995,WAKE UP COCKEREL TILE COASTER,24,01.08.2011 13:44,"0,29",16133.0,United Kingdom
541504,RED RETROSPOT MUG,6,18.01.2011 15:37,"2,95",14415.0,United Kingdom
565234,VINTAGE LEAF MAGNETIC NOTEPAD,1,02.09.2011 09:38,"3,29",,United Kingdom
554275,JUMBO BAG STRAWBERRY,2,23.05.2011 13:17,"2,08",14903.0,United Kingdom
568712,ILLUSTRATED CAT BOWL,1,28.09.2011 15:50,"2,55",17841.0,United Kingdom
547729,RED RETROSPOT PICNIC BAG,2,25.03.2011 10:52,"2,95",15529.0,United Kingdom
557326,NO SINGING METAL SIGN,48,20.06.2011 09:50,"1,85",14194.0,United Kingdom
539736,"AIRLINE LOUNGE,METAL SIGN",1,21.12.2010 15:18,"4,21",,United Kingdom
544479,RECIPE BOX PANTRY YELLOW DESIGN,24,21.02.2011 10:28,"2,55",14646.0,Netherlands
563078,JAM MAKING SET PRINTED,12,11.08.2011 16:30,"1,45",15955.0,United Kingdom
559538,FANCY FONTS BIRTHDAY WRAP,25,10.07.2011 12:25,"0,42",16880.0,United Kingdom
537648,SET OF 6 FUNKY BEAKERS,6,07.12.2010 15:48,"2,95",12839.0,United Kingdom
577751,VICTORIAN  METAL POSTCARD SPRING,8,21.11.2011 14:34,"1,69",12904.0,United Kingdom
545661,PACK OF 60 PINK PAISLEY CAKE CASES,24,04.03.2011 14:41,"0,55",15358.0,United Kingdom
574476,CIRCUS PARADE CHILDRENS EGG CUP,1,04.11.2011 12:20,"1,25",17203.0,United Kingdom
545908,GUMBALL COAT RACK,6,08.03.2011 09:26,"2,55",14709.0,United Kingdom
542624,S/6 WOODEN SKITTLES IN COTTON BAG,1,31.01.2011 09:48,"5,79",,United Kingdom
555851,POLKA DOT RAFFIA FOOD COVER,1,07.06.2011 13:37,"3,75",13050.0,United Kingdom
580541,PACK OF 6 PANETTONE GIFT BOXES,6,05.12.2011 09:03,"2,55",15358.0,United Kingdom
561891,CREAM HEART CARD HOLDER,2,31.07.2011 14:19,"3,95",15438.0,United Kingdom
579508,RAIN PONCHO RETROSPOT,3,29.11.2011 16:33,"1,63",,United Kingdom
555634,VICTORIAN GLASS HANGING T-LIGHT,12,06.06.2011 12:29,"1,25",13319.0,United Kingdom
539434,BATH BUILDING BLOCK WORD,2,17.12.2010 14:41,"11,87",,United Kingdom
574076,HOMEMADE JAM SCENTED CANDLES,3,02.11.2011 15:38,"3,29",,United Kingdom
545568,TRAVEL CARD WALLET VINTAGE TICKET,1,03.03.2011 16:22,"0,83",,United Kingdom
536800,CARD PARTY GAMES,12,02.12.2010 16:12,"0,42",14829.0,United Kingdom
551810,JUMBO SHOPPER VINTAGE RED PAISLEY,1,04.05.2011 11:32,"2,08",15719.0,United Kingdom
554134,PACK OF 72 RETROSPOT CAKE CASES,24,23.05.2011 09:48,"0,55",12583.0,France
551014,SPACEBOY GIFT WRAP,25,26.04.2011 11:04,"0,42",13209.0,United Kingdom
540355,DOORMAT UNION JACK GUNS AND ROSES,1,06.01.2011 15:11,"12,72",,United Kingdom
536544,MINI JIGSAW CIRCUS PARADE,1,01.12.2010 14:32,"0,85",,United Kingdom
561259,MINT KITCHEN SCALES,2,26.07.2011 12:04,"8,5",12584.0,Italy
555324,SET OF 4 ENGLISH ROSE PLACEMATS,1,02.06.2011 11:02,"7,46",,United Kingdom
536531,DOORMAT PEACE ON EARTH BLUE,4,01.12.2010 13:23,"7,95",15485.0,United Kingdom
565519,PARISIENNE SEWING BOX,4,05.09.2011 11:52,"12,5",12502.0,Spain
555741,COLOURING PENCILS BROWN TUBE,10,07.06.2011 10:05,"0,42",16817.0,United Kingdom
560820,SET OF 6 SOLDIER SKITTLES,3,21.07.2011 10:59,"3,75",17811.0,United Kingdom
552839,GLITTER HANGING BUTTERFLY STRING,6,11.05.2011 14:25,"2,1",14367.0,United Kingdom
568593,DRAWER KNOB CRACKLE GLAZE IVORY,6,28.09.2011 10:54,"1,65",13988.0,United Kingdom
563404,JUMBO BAG WOODLAND ANIMALS,20,16.08.2011 11:04,"2,08",16303.0,United Kingdom
541696,BUTTERFLIES STICKERS,1,20.01.2011 18:08,"0,79",,United Kingdom
549586,LUNCH BAG WOODLAND,9,11.04.2011 10:00,"4,96",,United Kingdom
548329,LOVE BUILDING BLOCK WORD,18,30.03.2011 13:14,"5,45",16584.0,United Kingdom
578513,GINGHAM HEART  DOORSTOP RED,3,24.11.2011 13:32,"4,25",16609.0,United Kingdom
538349,DECORATIVE CATS BATHROOM BOTTLE,2,10.12.2010 14:59,"2,51",,United Kingdom
541567,SET OF 2 TEA TOWELS APPLE AND PEARS,12,19.01.2011 11:51,"2,95",12681.0,France
538709,TRADITIONAL WOODEN CATCH CUP GAME,1,14.12.2010 10:46,"1,25",16442.0,United Kingdom
557937,CHARLIE AND LOLA FIGURES TINS,1,23.06.2011 15:30,"5,79",,United Kingdom
541265,SET 3 PAPER VINTAGE CHICK PAPER EGG,2,16.01.2011 16:23,"2,95",17609.0,United Kingdom
537434,ALARM CLOCK BAKELIKE ORANGE,1,06.12.2010 16:57,"7,62",,United Kingdom
571715,PAPER CHAIN KIT 50'S CHRISTMAS,3,18.10.2011 17:04,"2,95",17576.0,United Kingdom
568513,WICKER STAR,10,27.09.2011 12:36,"2,1",13555.0,United Kingdom
575754,6 GIFT TAGS 50'S CHRISTMAS,6,11.11.2011 10:43,"0,83",17295.0,United Kingdom
554380,REGENCY CAKESTAND 3 TIER,12,24.05.2011 11:45,"12,75",16709.0,United Kingdom
551721,TEA BAG PLATE RED RETROSPOT,1,03.05.2011 16:49,"0,85",14711.0,United Kingdom
564837,BUTTON BOX,3,30.08.2011 12:40,"1,63",,United Kingdom
545545,FELTCRAFT BOY JEAN-PAUL KIT,1,03.03.2011 15:02,"4,95",17841.0,United Kingdom
542115,JUMBO BAG PINK POLKADOT,4,25.01.2011 14:01,"4,13",,United Kingdom
558696,TRADITIONAL KNITTING NANCY,10,01.07.2011 12:09,"1,65",16746.0,United Kingdom
541812,SPACEBOY LUNCH BOX,64,21.01.2011 15:25,"1,65",16839.0,United Kingdom
551387,GREEN REGENCY TEACUP AND SAUCER,6,28.04.2011 11:40,"2,95",14240.0,United Kingdom
557846,FELTCRAFT GIRL NICOLE KIT,3,23.06.2011 10:44,"4,95",17365.0,United Kingdom
577062,EMPIRE TISSUE BOX,36,17.11.2011 14:40,"0,39",18221.0,United Kingdom
552865,CARD I LOVE LONDON,12,11.05.2011 17:16,"0,42",,United Kingdom
558873,PACK OF 72 RETROSPOT CAKE CASES,48,04.07.2011 13:28,"0,55",15290.0,United Kingdom
565133,DOORSTOP RETROSPOT HEART,8,01.09.2011 12:46,"3,75",13458.0,United Kingdom
543543,SPACEBOY TV DINNER TRAY,1,09.02.2011 15:33,"4,95",17843.0,United Kingdom
569897,SET OF 3 NOTEBOOKS IN PARCEL,1,06.10.2011 16:01,"1,65",17813.0,United Kingdom
555845,BOHEMIAN COLLAGE STATIONERY SET,2,07.06.2011 13:19,"1,25",17015.0,United Kingdom
538905,ANTIQUE SILVER TEA GLASS ETCHED,12,15.12.2010 10:31,"1,25",13611.0,United Kingdom
567183,RETROSPOT RED WASHING UP GLOVES,2,18.09.2011 15:33,"2,1",14769.0,United Kingdom
557311,RECIPE BOX PANTRY YELLOW DESIGN,2,19.06.2011 15:36,"2,95",15700.0,United Kingdom
568059,FIRST AID TIN,4,23.09.2011 12:58,"3,25",13097.0,United Kingdom
537237,FELT TOADSTOOL  SMALL,1,06.12.2010 09:58,"1,66",,United Kingdom
570818,JUMBO BAG APPLES,1,12.10.2011 12:47,"2,08",17841.0,United Kingdom
578833,DOORMAT UNION FLAG,2,25.11.2011 15:23,"14,13",,United Kingdom
542102,METAL SIGN TAKE IT OR LEAVE IT,6,25.01.2011 13:26,"2,95",12744.0,Singapore
553556,GYMKHANA TREASURE BOOK BOX,1,17.05.2011 16:48,"2,25",17530.0,United Kingdom
559814,CHILDRENS CUTLERY DOLLY GIRL,4,12.07.2011 15:49,"4,15",15544.0,United Kingdom
543590,WOODEN FRAME ANTIQUE WHITE,2,10.02.2011 11:44,"2,95",17377.0,United Kingdom
569329,ROUND SNACK BOXES SET OF 4 SKULLS,6,03.10.2011 13:03,"2,95",17652.0,United Kingdom
567523,RED METAL BOX TOP SECRET,2,21.09.2011 08:27,"8,25",17034.0,United Kingdom
541881,HEART OF WICKER LARGE,6,24.01.2011 10:43,"2,95",14501.0,United Kingdom
559521,GIRAFFE WOODEN RULER,3,08.07.2011 16:26,"1,95",,Unspecified
551007,ENAMEL BREAD BIN CREAM,1,26.04.2011 09:49,"24,96",,United Kingdom
566434,HEADS AND TAILS SPORTING FUN,6,12.09.2011 15:01,"1,25",17090.0,United Kingdom
546406,DOORMAT WELCOME PUPPIES,1,11.03.2011 16:21,"15,79",,United Kingdom
542272,PACK OF 12 COLOURED PENCILS,12,27.01.2011 09:42,"0,85",16496.0,United Kingdom
580137,TREE T-LIGHT HOLDER WILLIE WINKIE,1,01.12.2011 19:54,"1,65",17566.0,United Kingdom
544295,NO SINGING METAL SIGN,12,17.02.2011 12:43,"1,85",14298.0,United Kingdom
553685,CALENDAR PAPER CUT DESIGN,6,18.05.2011 13:56,"2,95",18097.0,United Kingdom
549281,PACK OF 20 NAPKINS RED APPLES,12,07.04.2011 13:19,"0,85",17735.0,United Kingdom
553863,SET/10 IVORY POLKADOT PARTY CANDLES,4,19.05.2011 14:05,"1,25",13418.0,United Kingdom
562100,VINTAGE KEEPSAKE BOX TRAVELOGUE,4,02.08.2011 14:00,"6,35",13437.0,United Kingdom
542237,ALARM CLOCK BAKELIKE ORANGE,4,26.01.2011 14:30,"3,75",12347.0,Iceland
560090,SKETCHBOOK MAGNETIC SHOPPING LIST,1,14.07.2011 16:46,"3,29",,United Kingdom
552493,HANGING WOOD AND FELT FLOWER,1,09.05.2011 16:21,"0,42",,United Kingdom
553005,ROSE DU SUD COSMETICS BAG,2,12.05.2011 16:29,"4,25",14651.0,United Kingdom
541830,MINI FUNKY DESIGN TAPES,2,21.01.2011 17:09,"0,79",,United Kingdom
546984,PACK OF 12 LONDON TISSUES,12,18.03.2011 12:35,"0,29",15019.0,United Kingdom
543380,SET OF 3 HEART COOKIE CUTTERS,12,07.02.2011 15:47,"1,25",14293.0,United Kingdom
543924,MAGNETS PACK OF 4 CHILDHOOD MEMORY,2,14.02.2011 14:14,"1,25",16904.0,United Kingdom
572317,PLEASE ONE PERSON METAL SIGN,1,23.10.2011 16:13,"2,1",14629.0,United Kingdom
539453,MINI JIGSAW BUNNIES,1,17.12.2010 17:08,"0,85",,United Kingdom
550207,JUMBO BAG TOYS,1,15.04.2011 10:38,"4,13",,United Kingdom
551991,ASSORTED COLOURS SILK FAN,48,05.05.2011 15:29,"0,83",14697.0,United Kingdom
575902,PARTY INVITES FOOTBALL,12,11.11.2011 15:20,"0,85",15544.0,United Kingdom
575128,STAR DECORATION PAINTED ZINC,96,08.11.2011 14:27,"0,19",16837.0,United Kingdom
553156,BLUE STRIPE CERAMIC DRAWER KNOB,2,13.05.2011 14:58,"1,25",17841.0,United Kingdom
561900,ENAMEL MEASURING JUG CREAM,3,31.07.2011 15:31,"4,25",16655.0,United Kingdom
568328,STAR T-LIGHT HOLDER WILLIE WINKIE,6,26.09.2011 14:06,"1,65",18016.0,United Kingdom
578289,JUMBO BAG PINK POLKADOT,6,23.11.2011 14:07,"2,08",17841.0,United Kingdom
576927,LUNCH BOX WITH CUTLERY RETROSPOT,6,17.11.2011 11:02,"2,55",12567.0,France
577050,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,17.11.2011 13:59,"0,29",14191.0,United Kingdom
538349,SPACEBOY BIRTHDAY CARD,3,10.12.2010 14:59,"0,85",,United Kingdom
557217,"ELEPHANT, BIRTHDAY CARD,",12,17.06.2011 12:30,"0,42",17426.0,United Kingdom
539436,ROTATING SILVER ANGELS T-LIGHT HLDR,1,17.12.2010 14:49,"5,06",,United Kingdom
550187,RECYCLED ACAPULCO MAT TURQUOISE,5,14.04.2011 18:40,"8,25",13811.0,Germany
573286,PLASTERS IN TIN STRONGMAN,2,28.10.2011 14:38,"1,65",,Switzerland
564363,WRAP CIRCUS PARADE,25,24.08.2011 16:23,"0,42",15434.0,United Kingdom
575875,VINTAGE DOILY TRAVEL SEWING KIT,2,11.11.2011 13:06,"3,29",,United Kingdom
539246,RED DAISY POCKET BOOK,3,16.12.2010 13:33,"0,85",14606.0,United Kingdom
551982,SET 12 LAVENDER  BOTANICAL T-LIGHTS,4,05.05.2011 13:56,"2,95",15023.0,United Kingdom
548538,,3,31.03.2011 17:36,0,,United Kingdom
573501,GIN + TONIC DIET METAL SIGN,12,31.10.2011 12:02,"2,55",18055.0,United Kingdom
537042,PACK OF 12 HEARTS DESIGN TISSUES,12,05.12.2010 10:45,"0,29",13838.0,United Kingdom
579187,PINK DOG BOWL,3,28.11.2011 15:31,"2,46",,United Kingdom
564040,SET OF 72 RETROSPOT PAPER  DOILIES,12,22.08.2011 12:45,"1,45",14560.0,United Kingdom
545460,JUMBO BAG PINK POLKADOT,4,02.03.2011 17:33,"1,95",13230.0,United Kingdom
577100,PAPER CHAIN KIT 50'S CHRISTMAS,20,17.11.2011 16:51,"2,95",16009.0,United Kingdom
569893,FRENCH WC SIGN BLUE METAL,12,06.10.2011 15:51,"1,25",12627.0,Germany
555363,PAPER LANTERN 5 POINT STAR MOON,1,02.06.2011 14:15,"4,15",14453.0,United Kingdom
555523,ROUND SNACK BOXES SET OF 4 SKULLS,6,05.06.2011 11:36,"2,95",12468.0,Germany
580635,PAPER CHAIN KIT 50'S CHRISTMAS,2,05.12.2011 12:30,"2,95",14649.0,United Kingdom
544461,ASSORTED COLOURS SILK FAN,24,20.02.2011 14:08,"0,75",13744.0,United Kingdom
541832,REX CASH+CARRY JUMBO SHOPPER,1,21.01.2011 17:14,"0,95",17889.0,United Kingdom
576593,RIBBON REEL SOCKS AND MITTENS,2,15.11.2011 14:48,"1,65",15720.0,United Kingdom
560926,CAKE STAND VICTORIAN FILIGREE SMALL,10,22.07.2011 09:20,"4,13",,United Kingdom
580873,LUNCH BOX I LOVE LONDON,24,06.12.2011 12:06,"1,65",15061.0,United Kingdom
550275,SET OF 4 ENGLISH ROSE PLACEMATS,4,15.04.2011 12:35,"3,75",13993.0,United Kingdom
551163,CHILDRENS DOLLY GIRL MUG,2,26.04.2011 15:52,"1,65",12573.0,France
558481,ASSORTED COLOUR BIRD ORNAMENT,24,30.06.2011 09:02,"1,69",17675.0,United Kingdom
574298,SET 36 COLOUR PENCILS LOVE LONDON,2,03.11.2011 15:56,"2,46",,United Kingdom
550458,12 PENCIL SMALL TUBE WOODLAND,4,18.04.2011 13:13,"1,25",,United Kingdom
567095,RED RETROSPOT CHARLOTTE BAG,10,16.09.2011 13:03,"0,85",17049.0,United Kingdom
578998,BLUE DINER WALL CLOCK,1,27.11.2011 16:05,"8,5",15436.0,United Kingdom
557311,FILIGRIS HEART WITH BUTTERFLY,10,19.06.2011 15:36,"1,25",15700.0,United Kingdom
570466,WALL ART STOP FOR TEA,1,10.10.2011 16:03,"5,95",16791.0,United Kingdom
573341,VINTAGE DOILY TRAVEL SEWING KIT,10,30.10.2011 11:55,"1,95",16949.0,United Kingdom
562717,RETROSPOT PARTY BAG + STICKER SET,2,08.08.2011 15:42,"3,29",,United Kingdom
550215,SET OF 36 DOILIES SPACEBOY DESIGN,1,15.04.2011 10:43,"2,92",,United Kingdom
573320,WOOD BLACK BOARD ANT WHITE FINISH,12,30.10.2011 10:29,"6,75",15513.0,United Kingdom
543548,S/12 VANILLA  BOTANICAL T-LIGHTS,6,10.02.2011 09:21,"2,95",13706.0,United Kingdom
536798,ENAMEL FLOWER JUG CREAM,1,02.12.2010 15:55,"5,95",17838.0,United Kingdom
537036,CORONA MEXICAN TRAY,1,03.12.2010 17:28,"3,75",15545.0,United Kingdom
548327,PACK OF 12 HEARTS DESIGN TISSUES,1,30.03.2011 13:05,"0,29",16788.0,United Kingdom
553884,POSTAGE,1,19.05.2011 15:36,18,12600.0,Germany
550279,WHITE SPOT RED CERAMIC DRAWER KNOB,12,15.04.2011 13:16,"1,25",14700.0,United Kingdom
559337,HEART T-LIGHT HOLDER WILLIE WINKIE,5,07.07.2011 16:27,"3,29",,United Kingdom
567128,FELTCRAFT 6 FLOWER FRIENDS,2,16.09.2011 14:04,"2,1",18055.0,United Kingdom
551997,BEADED CRYSTAL HEART GREEN ON STICK,3,05.05.2011 15:47,"0,83",,United Kingdom
541811,JUMBO BAG SCANDINAVIAN PAISLEY,5,21.01.2011 15:01,"4,13",,United Kingdom
577493,LUNCH BAG WOODLAND,1,20.11.2011 12:13,"1,65",17323.0,United Kingdom
549903,SET 2 PANTRY DESIGN TEA TOWELS,3,12.04.2011 16:19,"3,25",17576.0,United Kingdom
537666,CHRISTMAS MUSICAL ZINC STAR,1,07.12.2010 18:36,"1,66",,United Kingdom
545039,TEA TIME KITCHEN APRON,1,27.02.2011 10:22,"5,95",17243.0,United Kingdom
552956,DOORMAT TOPIARY,2,12.05.2011 12:34,"7,95",12431.0,Australia
564371,LUNCH BAG CARS BLUE,10,25.08.2011 09:53,"1,65",17705.0,United Kingdom
567516,FELTCRAFT CUSHION RABBIT,4,20.09.2011 15:31,"3,75",13138.0,United Kingdom
538664,LANTERN CREAM GAZEBO,12,13.12.2010 15:46,"4,25",14733.0,United Kingdom
571797,SET OF 36 PAISLEY FLOWER DOILIES,1,19.10.2011 11:41,"3,75",,United Kingdom
547488,AIRLINE BAG VINTAGE JET SET WHITE,2,23.03.2011 11:30,"4,25",13821.0,United Kingdom
565471,VINTAGE UNION JACK BUNTING,30,05.09.2011 10:12,"8,5",13931.0,United Kingdom
576339,TEA BAG PLATE RED RETROSPOT,2,14.11.2011 15:27,"1,63",14096.0,United Kingdom
